source,indicator_code,indicator_name,unit,country,year,value
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2014,0.730047496100856
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2015,1.07655150253706
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2016,21.1085602183142
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2017,10.1936724541419
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2018,9.4505216123577
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2019,12.5948142077787
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2020,14.4294640829136
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2021,12.6622344101015
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2022,14.8260348967657
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2023,20.1722406397571
World Bank Indicators API,IT.NET.SECR.P6,Secure internet servers,per 1 million people,MMR,2024,23.596290875918
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,1999,0.000152
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2001,0.000289277380848561
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2002,0.00042649350636189
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2003,0.0240641491408465
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2004,0.024337392002823
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2005,0.065200001
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2006,0.18204833106115
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2007,0.217128445069958
World Bank WDI/WGI CSV download,IT.NET.USER.ZS,Internet users,% of population,MMR,2008,0.22
