source,indicator_code,indicator_name,country,year,value
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2007,20182477480.5512
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2008,31862554101.9378
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2009,36906181380.8127
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2010,49540813342.4834
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2011,59977326085.9908
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2012,59937796648.2158
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2013,60269732854.827
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2014,65531374210.3224
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2015,59607290408.4359
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2016,63298361983.5653
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2017,66053040475.0257
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2018,67860515993.1186
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2019,75065106243.3578
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2020,79006113670.2831
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2021,66345291149.4433
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2022,62253049903.28
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2023,66757619000.0
World Bank WDI/WGI CSV download,NY.GDP.MKTP.CD,"GDP, current US$",MMR,2024,74068349523.8095
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,1995,6.94805143702995
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,1996,6.44271534713997
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,1997,5.65158296304853
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,1998,5.86621315328905
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,1999,10.9451299817104
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2000,13.7459305561226
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2001,11.3439970699605
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2002,12.0255134340315
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2003,13.8439968903798
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2004,13.5646616163416
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2005,13.5689500216456
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2006,13.0761013792372
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2007,11.9914352402146
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2008,10.2553053929808
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2009,10.5500090961932
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2010,9.6344394520444
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2011,5.59148237823661
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2012,7.33267044704149
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2013,8.42600102501767
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2014,8.16990745558277
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2015,6.99284029026121
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2016,5.86247291518572
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2017,6.13610824360305
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2018,6.26886221471075
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2019,6.57911006765414
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2020,-9.04834717984643
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2021,-12.0163724829177
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2022,4.0374934360085
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2023,0.958446625126115
World Bank WDI/WGI CSV download,NY.GDP.MKTP.KD.ZG,"GDP growth, annual %",MMR,2024,-0.97204641363362
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,1995,124.14348039051
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,1996,141.897267580367
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,1997,108.039770292032
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,1998,145.950830383757
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,1999,189.490155849067
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2000,196.619580625284
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2001,141.525660705722
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2002,146.598390364449
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2003,224.292688912409
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2004,224.508811413327
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2005,252.685193060728
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2006,303.495087119254
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2007,419.375780725042
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2008,658.442487229705
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2009,758.442935789255
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2010,1010.53417343401
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2011,1213.62898703376
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2012,1202.6658960055
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2013,1199.09561597055
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2014,1293.00042319714
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2015,1166.73305547935
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2016,1229.19713491328
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2017,1272.82241815234
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2018,1298.21310327675
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2019,1425.98954241668
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2020,1490.21683599469
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2021,1242.7213439951
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2022,1158.05005055976
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2023,1233.19666209269
World Bank WDI/WGI CSV download,NY.GDP.PCAP.CD,"GDP per capita, current US$",MMR,2024,1359.05001560107
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,1996,-2.13996349573135
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,1998,-2.52617537975311
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2000,-2.8449884057045
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2002,-2.39692800045014
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2003,-1.96136395931245
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2004,-1.6740603625774402
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2005,-1.52871846556664
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2006,-1.4456331372261
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2007,-1.81239269971847
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2008,-1.85606644153594
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2009,-2.20051198005677
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2010,-2.18607761859894
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2011,-1.8888672947883698
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2012,-1.60424746870995
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2013,-1.9386330723762502
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2014,-1.8488871574401902
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2015,-1.982856798172
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2016,-1.37276091575623
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2017,-1.84318398237228
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2018,-2.15440151691437
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2019,-2.26109262704849
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2020,-2.5701122045517
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2021,-3.53736114501953
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2022,-3.0852196455001897
World Bank WDI/WGI CSV download,PV.EST,"WGI: Political Stability and Absence of Violence/Terrorism, estimate",MMR,2023,-1.4876890897750799
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,1996,-2.6870437502861
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,1998,-2.60836182832718
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2000,-2.42911561727524
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2002,-2.9176017999649
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2003,-2.89628990888595
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2004,-2.9516919493675298
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2005,-2.95098042488098
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2006,-2.61032475233078
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2007,-2.6336956262588602
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2008,-2.62152533531188
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2009,-2.60956236124039
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2010,-2.63720096349717
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2011,-2.44743225574494
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2012,-2.3065181851387098
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2013,-2.11394942998886
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2014,-2.0302871465682903
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2015,-2.13819817304611
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2016,-1.52858185768127
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2017,-1.62706152796745
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2018,-1.7686829686164898
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2019,-1.82861486673355
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2020,-2.02564145326614
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2021,-2.49188946485519
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2022,-2.13965269327164
World Bank WDI/WGI CSV download,RL.EST,"WGI: Rule of Law, estimate",MMR,2023,-1.13185859918594
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,1996,-2.85251179933547
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,1998,-3.01914390325547
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2000,-3.4281233549117998
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2002,-3.50166673660278
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2003,-3.45422744750977
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2004,-3.99257404804231
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2005,-3.6167918443679903
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2006,-3.72919731140137
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2007,-3.86534957885742
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2008,-3.76252729892731
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2009,-3.7983856201172004
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2010,-3.8157868623733497
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2011,-3.5734218835830602
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2012,-3.11891763210296
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2013,-2.5500729560852102
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2014,-2.37639309167862
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2015,-2.11763429641724
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2016,-1.48406995534897
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2017,-1.42782371640205
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2018,-1.27531687617302
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2019,-1.28125557303429
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2020,-1.05557861328125
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2021,-1.90520051717758
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2022,-1.7291176795959502
World Bank WDI/WGI CSV download,RQ.EST,"WGI: Regulatory Quality, estimate",MMR,2023,-1.00579454898834
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,1995,30.4615497589111
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,1999,35.3725395202637
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2000,39.3193206787109
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2001,40.303840637207
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2002,41.8484497070312
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2003,42.1795806884766
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2004,45.0282783508301
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2005,45.6932487487793
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2006,47.5437698364258
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2007,47.3708114624023
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2008,49.9790115356445
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2009,49.9621315002441
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2010,50.8663902282715
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2014,57.1178512573242
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2016,67.7588500976562
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2017,72.3457412719727
World Bank WDI/WGI CSV download,SE.SEC.ENRR,"School enrollment, secondary, gross %",MMR,2018,77.0191497802734
World Bank WDI/WGI CSV download,SE.TER.ENRR,"School enrollment, tertiary, gross %",MMR,1995,5.63515996932983
World Bank WDI/WGI CSV download,SE.TER.ENRR,"School enrollment, tertiary, gross %",MMR,1998,7.36062002182007
World Bank WDI/WGI CSV download,SE.TER.ENRR,"School enrollment, tertiary, gross %",MMR,2001,11.6847896575928
World Bank WDI/WGI CSV download,SE.TER.ENRR,"School enrollment, tertiary, gross %",MMR,2007,11.0508098602295
World Bank WDI/WGI CSV download,SE.TER.ENRR,"School enrollment, tertiary, gross %",MMR,2011,14.3246002197266
World Bank WDI/WGI CSV download,SE.TER.ENRR,"School enrollment, tertiary, gross %",MMR,2012,13.7377004623413
World Bank WDI/WGI CSV download,SE.TER.ENRR,"School enrollment, tertiary, gross %",MMR,2018,20.3723297119141
World Bank WDI/WGI CSV download,SE.XPD.TOTL.GD.ZS,"Government expenditure on education, % of GDP",MMR,1995,1.20247995853424
World Bank WDI/WGI CSV download,SE.XPD.TOTL.GD.ZS,"Government expenditure on education, % of GDP",MMR,2011,0.787440001964569
World Bank WDI/WGI CSV download,SE.XPD.TOTL.GD.ZS,"Government expenditure on education, % of GDP",MMR,2017,2.16652989387512
World Bank WDI/WGI CSV download,SE.XPD.TOTL.GD.ZS,"Government expenditure on education, % of GDP",MMR,2018,1.99249005317688
World Bank WDI/WGI CSV download,SE.XPD.TOTL.GD.ZS,"Government expenditure on education, % of GDP",MMR,2019,1.99976003170013
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2003,0.7
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2004,0.71
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2005,0.72
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2006,0.72
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2007,0.74
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2008,0.77
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2009,0.78
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2010,0.87
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2011,0.88
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2012,0.89
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2013,0.91
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2014,0.94
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2015,1.07
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2016,1.07
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2017,1.06
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2018,1.06
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2019,1.05
World Bank WDI/WGI CSV download,SH.MED.BEDS.ZS,"Hospital beds, per 1,000 people",MMR,2020,1.07
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2000,2.00781965
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2001,2.16208982
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2002,2.59446764
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2003,2.3959713
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2004,2.33253765
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2005,2.3447094
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2006,2.26559186
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2007,2.03606868
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2008,2.12175322
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2009,2.17283702
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2010,1.96793783
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2011,1.95077813
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2012,2.43605232
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2013,3.11112022
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2014,4.14940882
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2015,5.19711542
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2016,4.76220942
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2017,4.6921258
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2018,4.53514671
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2019,3.814466
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2020,4.27808714
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2021,5.53530645
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2022,4.49158478
World Bank WDI/WGI CSV download,SH.XPD.CHEX.GD.ZS,"Current health expenditure, % of GDP",MMR,2023,4.45748425
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2000,4.47214985
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2001,4.62700701
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2002,7.0817728
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2003,6.57480383
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2004,7.01517916
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2005,7.65254498
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2006,8.47415161
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2007,9.91384029
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2008,14.70817947
World Bank WDI/WGI CSV download,SH.XPD.CHEX.PC.CD,"Current health expenditure per capita, current US$",MMR,2009,18.70313454
