source,indicator_code,indicator_name,country,year,value,sex,classif1,classif2,note_source
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1278.98,SEX_T,OCU_SKILL_TOTAL,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1804.97,SEX_T,OCU_SKILL_L3-4,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1374.68,SEX_T,OCU_SKILL_L2,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,938.08,SEX_T,OCU_SKILL_L1,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1457.16,SEX_T,OCU_SKILL_X,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1316.78,SEX_M,OCU_SKILL_TOTAL,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,2038.36,SEX_M,OCU_SKILL_L3-4,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1385.95,SEX_M,OCU_SKILL_L2,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1044.49,SEX_M,OCU_SKILL_L1,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1457.16,SEX_M,OCU_SKILL_X,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1221.63,SEX_F,OCU_SKILL_TOTAL,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1667.03,SEX_F,OCU_SKILL_L3-4,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1354.29,SEX_F,OCU_SKILL_L2,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,769.69,SEX_F,OCU_SKILL_L1,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,0,SEX_F,OCU_SKILL_X,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1278.98,SEX_T,OCU_ISCO08_TOTAL,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,2399.74,SEX_T,OCU_ISCO08_1,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1655.66,SEX_T,OCU_ISCO08_2,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,2015.76,SEX_T,OCU_ISCO08_3,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1639.51,SEX_T,OCU_ISCO08_4,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1490,SEX_T,OCU_ISCO08_5,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,896.14,SEX_T,OCU_ISCO08_6,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1362.68,SEX_T,OCU_ISCO08_7,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1530.48,SEX_T,OCU_ISCO08_8,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,938.08,SEX_T,OCU_ISCO08_9,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1457.16,SEX_T,OCU_ISCO08_0,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1316.78,SEX_M,OCU_ISCO08_TOTAL,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,2329.64,SEX_M,OCU_ISCO08_1,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1918.98,SEX_M,OCU_ISCO08_2,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,2013.82,SEX_M,OCU_ISCO08_3,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1594.25,SEX_M,OCU_ISCO08_4,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1565.69,SEX_M,OCU_ISCO08_5,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,998.43,SEX_M,OCU_ISCO08_6,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1373.8,SEX_M,OCU_ISCO08_7,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1521.06,SEX_M,OCU_ISCO08_8,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1044.49,SEX_M,OCU_ISCO08_9,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1457.16,SEX_M,OCU_ISCO08_0,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1221.63,SEX_F,OCU_ISCO08_TOTAL,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,2564.51,SEX_F,OCU_ISCO08_1,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1559.54,SEX_F,OCU_ISCO08_2,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,2018.47,SEX_F,OCU_ISCO08_3,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1676.15,SEX_F,OCU_ISCO08_4,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1426.7,SEX_F,OCU_ISCO08_5,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,660.84,SEX_F,OCU_ISCO08_6,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1338.22,SEX_F,OCU_ISCO08_7,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,1750.33,SEX_F,OCU_ISCO08_8,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,769.69,SEX_F,OCU_ISCO08_9,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2020,0,SEX_F,OCU_ISCO08_0,,R1:3513_S3:6
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1113.63,SEX_T,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1424.47,SEX_T,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1061.55,SEX_T,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,834.62,SEX_T,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,891.49,SEX_T,OCU_SKILL_X,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1157.18,SEX_M,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1639.67,SEX_M,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1115.54,SEX_M,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,874.17,SEX_M,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,905.91,SEX_M,OCU_SKILL_X,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1070.09,SEX_F,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1308.67,SEX_F,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1002,SEX_F,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,766.99,SEX_F,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1113.63,SEX_T,OCU_ISCO08_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,2053.04,SEX_T,OCU_ISCO08_1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1316.11,SEX_T,OCU_ISCO08_2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1473.88,SEX_T,OCU_ISCO08_3,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1190.76,SEX_T,OCU_ISCO08_4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,917.54,SEX_T,OCU_ISCO08_5,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,885.39,SEX_T,OCU_ISCO08_6,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1057.32,SEX_T,OCU_ISCO08_7,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1253.01,SEX_T,OCU_ISCO08_8,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,834.62,SEX_T,OCU_ISCO08_9,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,891.49,SEX_T,OCU_ISCO08_0,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1157.18,SEX_M,OCU_ISCO08_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1876.82,SEX_M,OCU_ISCO08_1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1593.31,SEX_M,OCU_ISCO08_2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1576.09,SEX_M,OCU_ISCO08_3,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1189.83,SEX_M,OCU_ISCO08_4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,988.28,SEX_M,OCU_ISCO08_5,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,915.2,SEX_M,OCU_ISCO08_6,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1098.74,SEX_M,OCU_ISCO08_7,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1285.23,SEX_M,OCU_ISCO08_8,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,874.17,SEX_M,OCU_ISCO08_9,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,905.91,SEX_M,OCU_ISCO08_0,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1070.09,SEX_F,OCU_ISCO08_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,2348.34,SEX_F,OCU_ISCO08_1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1230.49,SEX_F,OCU_ISCO08_2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1323.67,SEX_F,OCU_ISCO08_3,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1191.51,SEX_F,OCU_ISCO08_4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,845.35,SEX_F,OCU_ISCO08_5,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,727.34,SEX_F,OCU_ISCO08_6,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,1033.3,SEX_F,OCU_ISCO08_7,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,715.89,SEX_F,OCU_ISCO08_8,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2019,766.99,SEX_F,OCU_ISCO08_9,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,995.48,SEX_T,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1350,SEX_T,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,921.85,SEX_T,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,706.05,SEX_T,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1163.68,SEX_T,OCU_SKILL_X,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1019.88,SEX_M,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1572.5,SEX_M,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,963.41,SEX_M,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,756.38,SEX_M,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1052.97,SEX_M,OCU_SKILL_X,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,969.49,SEX_F,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1235.8,SEX_F,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,871.91,SEX_F,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,604.29,SEX_F,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,995.48,SEX_T,OCU_ISCO08_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1824.4,SEX_T,OCU_ISCO08_1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1212.93,SEX_T,OCU_ISCO08_2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1540.86,SEX_T,OCU_ISCO08_3,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1110.25,SEX_T,OCU_ISCO08_4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,756.99,SEX_T,OCU_ISCO08_5,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,789.4,SEX_T,OCU_ISCO08_6,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,859.09,SEX_T,OCU_ISCO08_7,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1245.22,SEX_T,OCU_ISCO08_8,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,706.05,SEX_T,OCU_ISCO08_9,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1163.68,SEX_T,OCU_ISCO08_0,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1019.88,SEX_M,OCU_ISCO08_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1845.3,SEX_M,OCU_ISCO08_1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1318.31,SEX_M,OCU_ISCO08_2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1749.08,SEX_M,OCU_ISCO08_3,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1072.09,SEX_M,OCU_ISCO08_4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,821.99,SEX_M,OCU_ISCO08_5,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,804.48,SEX_M,OCU_ISCO08_6,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,861.84,SEX_M,OCU_ISCO08_7,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1259.94,SEX_M,OCU_ISCO08_8,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,756.38,SEX_M,OCU_ISCO08_9,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1052.97,SEX_M,OCU_ISCO08_0,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,969.49,SEX_F,OCU_ISCO08_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1782.35,SEX_F,OCU_ISCO08_1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1181.77,SEX_F,OCU_ISCO08_2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1302.75,SEX_F,OCU_ISCO08_3,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,1144.19,SEX_F,OCU_ISCO08_4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,685.82,SEX_F,OCU_ISCO08_5,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,706,SEX_F,OCU_ISCO08_6,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,856.97,SEX_F,OCU_ISCO08_7,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,971.71,SEX_F,OCU_ISCO08_8,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2018,604.29,SEX_F,OCU_ISCO08_9,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,855.04,SEX_T,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,1167.85,SEX_T,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,774.88,SEX_T,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,600.29,SEX_T,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,730.68,SEX_T,OCU_SKILL_X,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,876.56,SEX_M,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,1373.4,SEX_M,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,813.66,SEX_M,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,636.99,SEX_M,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,744.88,SEX_M,OCU_SKILL_X,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,833.59,SEX_F,OCU_SKILL_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,1066.08,SEX_F,OCU_SKILL_L3-4,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,731.76,SEX_F,OCU_SKILL_L2,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,526.04,SEX_F,OCU_SKILL_L1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,855.04,SEX_T,OCU_ISCO08_TOTAL,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,1822.38,SEX_T,OCU_ISCO08_1,,R1:3513
ILOSTAT bulk download facility,SDG_0851_SEX_OCU_NB,SDG_0851_SEX_OCU_NB,MMR,2017,1020.75,SEX_T,OCU_ISCO08_2,,R1:3513
